date, countryA, countryB
2020-03-02, USA, Belgium
2020-03-02, USA, France
2020-03-02, USA, France
2020-03-02, USA, France
2020-03-02, USA, Czech Republic
2020-03-02, USA, Czech Republic
2020-03-02, USA, Czech Republic
2020-03-15, Czech Republic, Russia
2020-03-15, Czech Republic, Russia
2020-03-02, USA, Sweden
2020-03-02, USA, Sweden
2020-03-02, USA, Sweden
2020-03-02, USA, Sweden
2020-03-02, USA, Sweden
2020-03-02, USA, Sweden
2020-03-03, USA, Russia
2020-03-03, USA, Russia
2020-03-22, USA, Russia
2020-03-22, USA, Russia
2020-02-24, USA, Denmark
2020-02-24, USA, Denmark
2020-02-24, USA, Denmark
2020-03-10, Denmark, Iceland
2020-03-10, Denmark, Iceland
2020-03-10, Denmark, Iceland
2020-03-03, Sweden, Netherlands
2020-03-03, Sweden, Netherlands
2020-03-10, Sweden, United Kingdom
2020-03-10, Sweden, United Kingdom
2020-03-10, Sweden, United Kingdom
2020-03-15, Sweden, United Kingdom
2020-03-15, Sweden, United Kingdom
2020-03-15, Sweden, United Kingdom
2020-02-19, USA, Belgium
2020-02-19, USA, Belgium
2020-02-19, USA, Belgium
2020-02-19, USA, France
2020-02-19, USA, France
2020-02-19, USA, France
2020-02-28, Belgium, Luxembourg
2020-02-28, Belgium, Luxembourg
2020-02-28, Belgium, Luxembourg
2020-02-28, Belgium, Luxembourg
2020-03-16, Luxembourg, Switzerland
2020-03-16, Luxembourg, Switzerland
2020-02-24, France, Luxembourg
2020-02-24, France, Luxembourg
2020-02-24, France, Senegal
2020-02-24, France, Senegal
2020-02-24, France, Senegal
2020-02-24, France, Netherlands
2020-02-24, France, Netherlands
2020-02-25, France, Senegal
2020-02-25, France, Senegal
2020-02-25, France, Senegal
2020-02-25, France, Senegal
2020-02-25, France, Senegal
2020-02-25, France, Senegal
2020-02-25, Senegal, Netherlands
2020-02-25, Senegal, Netherlands
2020-02-25, Senegal, Netherlands
2020-02-27, Netherlands, France
2020-02-27, Netherlands, France
2020-03-01, France, USA
2020-03-01, France, USA
2020-03-01, France, USA
2020-03-03, France, Senegal
2020-03-03, France, Senegal
2020-03-03, France, Senegal
2020-03-08, France, Netherlands
2020-03-08, France, Netherlands
2020-02-27, Senegal, USA
2020-02-27, Senegal, USA
2020-03-05, USA, Netherlands
2020-03-05, USA, Netherlands
2020-03-05, USA, Netherlands
2020-03-11, Netherlands, France
2020-03-11, Netherlands, France
2020-03-08, USA, Argentina
2020-03-08, USA, Argentina
2020-03-08, USA, China
2020-03-08, USA, China
2020-03-08, USA, Taiwan
2020-03-08, USA, Taiwan
2020-03-08, USA, Canada
2020-03-08, USA, Canada
2020-03-16, USA, Argentina
2020-03-16, USA, Argentina
2020-03-16, USA, Argentina
2020-03-16, USA, Argentina
2020-03-24, USA, Ghana
2020-03-24, USA, Ghana
2020-03-09, USA, Canada
2020-03-09, USA, Canada
2020-03-08, USA, Australia
2020-03-08, USA, Australia
2020-03-11, USA, Canada
2020-03-11, USA, Canada
2020-03-15, USA, Russia
2020-03-15, USA, Russia
2020-03-15, USA, India
2020-03-15, USA, India
2020-03-15, USA, India
2020-03-12, USA, Australia
2020-03-12, USA, Australia
2020-03-16, USA, Sweden
2020-03-16, USA, Sweden
2020-03-16, USA, Sweden
2020-03-01, USA, France
2020-03-01, USA, France
2020-03-01, USA, France
2020-03-04, USA, Luxembourg
2020-03-04, USA, Luxembourg
2020-03-04, USA, Luxembourg
2020-03-04, USA, China
2020-03-04, USA, China
2020-03-05, USA, Canada
2020-03-05, USA, Canada
2020-03-05, USA, Finland
2020-03-05, USA, Finland
2020-03-05, USA, Finland
2020-03-10, USA, Australia
2020-03-10, USA, Australia
2020-03-04, USA, Canada
2020-03-04, USA, Canada
2020-02-24, USA, France
2020-02-24, USA, France
2020-02-24, USA, France
2020-02-27, France, USA
2020-02-27, France, USA
2020-02-27, France, USA
2020-03-01, France, USA
2020-03-01, France, USA
2020-03-01, France, USA
2020-03-08, USA, France
2020-03-08, USA, France
2020-03-08, USA, France
2020-03-08, USA, Norway
2020-03-08, USA, Norway
2020-03-08, USA, Norway
2020-03-08, USA, Denmark
2020-03-08, USA, Denmark
2020-03-08, USA, Denmark
2020-03-08, USA, Norway
2020-03-08, USA, Norway
2020-03-08, USA, Norway
2020-03-11, USA, United Kingdom
2020-03-11, USA, United Kingdom
2020-03-07, USA, Australia
2020-03-07, USA, Australia
2020-03-11, Australia, United Arab Emirates
2020-03-11, Australia, United Arab Emirates
2020-03-11, USA, Spain
2020-03-11, USA, Spain
2020-03-07, USA, Canada
2020-03-07, USA, Canada
2020-03-11, Canada, United Arab Emirates
2020-03-11, Canada, United Arab Emirates
2020-03-11, Canada, United Arab Emirates
2020-03-16, USA, Sweden
2020-03-16, USA, Sweden
2020-03-16, USA, Sweden
2020-03-22, USA, Netherlands
2020-03-22, USA, Netherlands
2020-03-22, USA, Netherlands
2020-03-16, USA, Georgia
2020-03-16, USA, Georgia
2020-03-16, USA, Georgia
2020-03-15, USA, France
2020-03-15, USA, France
2020-03-15, USA, France
2020-03-15, USA, Poland
2020-03-15, USA, Poland
2020-03-15, USA, Poland
2020-03-15, USA, Belgium
2020-03-15, USA, Belgium
2020-03-15, USA, Belgium
2020-03-15, USA, Australia
2020-03-15, USA, Australia
2020-03-13, USA, Australia
2020-03-13, USA, Australia
2020-03-13, USA, Netherlands
2020-03-13, USA, Netherlands
2020-03-13, USA, Netherlands
2020-03-22, Netherlands, USA
2020-03-22, Netherlands, USA
2020-03-22, Netherlands, USA
2020-03-22, Netherlands, Belgium
2020-03-22, Netherlands, Belgium
2020-03-22, Netherlands, USA
2020-03-22, Netherlands, USA
2020-03-22, Netherlands, USA
2020-03-04, USA, France
2020-03-04, USA, France
2020-03-04, USA, France
2020-03-07, USA, United Kingdom
2020-03-07, USA, United Kingdom
2020-03-07, USA, Germany
2020-03-07, USA, Germany
2020-03-07, USA, Germany
2020-03-07, USA, Australia
2020-03-07, USA, Australia
2020-03-17, USA, Costa Rica
2020-03-17, USA, Costa Rica
2020-03-08, USA, Denmark
2020-03-08, USA, Denmark
2020-03-08, USA, Denmark
2020-03-08, USA, Germany
2020-03-08, USA, Germany
2020-03-08, USA, Germany
2020-03-15, Germany, Belgium
2020-03-15, Germany, Belgium
2020-03-01, USA, Germany
2020-03-01, USA, Germany
2020-03-01, USA, Germany
2020-03-01, USA, Germany
2020-03-01, USA, Germany
2020-03-01, USA, Germany
2020-03-10, Germany, USA
2020-03-10, Germany, USA
2020-03-10, Germany, USA
2020-03-04, Germany, USA
2020-03-04, Germany, USA
2020-03-04, Germany, USA
2020-03-10, Germany, USA
2020-03-10, Germany, USA
2020-03-10, Germany, USA
2020-03-15, USA, Russia
2020-03-15, USA, Russia
2020-03-15, Germany, Austria
2020-03-15, Germany, Austria
2020-03-15, Germany, USA
2020-03-15, Germany, USA
2020-03-15, Germany, USA
2020-03-04, USA, Germany
2020-03-04, USA, Germany
2020-03-04, USA, Germany
2020-03-10, Germany, Austria
2020-03-10, Germany, Austria
2020-03-13, Austria, Australia
2020-03-13, Austria, Australia
2020-03-13, Austria, Taiwan
2020-03-13, Austria, Taiwan
2020-03-13, Germany, Denmark
2020-03-13, Germany, Denmark
2020-03-13, Germany, Canada
2020-03-13, Germany, Canada
2020-03-13, Germany, Canada
2020-03-13, Germany, Canada
2020-03-13, Germany, Canada
2020-03-13, Germany, Canada
2020-03-10, USA, Germany
2020-03-10, USA, Germany
2020-03-10, USA, Germany
2020-03-13, USA, Finland
2020-03-13, USA, Finland
2020-03-13, USA, Finland
2020-03-13, Germany, Brazil
2020-03-13, Germany, Brazil
2020-03-13, Germany, Brazil
2020-03-25, USA, Australia
2020-03-25, USA, Australia
2020-03-25, USA, Australia
2020-03-25, USA, Australia
2020-03-16, USA, Netherlands
2020-03-16, USA, Netherlands
2020-03-16, USA, Netherlands
2020-03-10, USA, Germany
2020-03-10, USA, Germany
2020-03-10, USA, Germany
2020-03-18, USA, Canada
2020-03-18, USA, Canada
2020-03-18, USA, France
2020-03-18, USA, France
2020-03-18, USA, France
2020-03-18, USA, Russia
2020-03-18, USA, Russia
2020-03-18, USA, Taiwan
2020-03-18, USA, Taiwan
2020-03-18, USA, Germany
2020-03-18, USA, Germany
2020-03-18, USA, Germany
2020-03-24, USA, Thailand
2020-03-24, USA, Thailand
2020-03-24, USA, Thailand
2020-03-24, USA, Thailand
2020-03-24, USA, Thailand
2020-03-24, USA, Thailand
2020-03-12, USA, Australia
2020-03-12, USA, Australia
2020-03-16, USA, India
2020-03-16, USA, India
2020-03-16, USA, India
2020-03-16, USA, Germany
2020-03-16, USA, Germany
2020-03-16, USA, Germany
2020-03-16, USA, Taiwan
2020-03-16, USA, Taiwan
2020-03-18, USA, Thailand
2020-03-18, USA, Thailand
2020-03-13, USA, Thailand
2020-03-13, USA, Thailand
2020-03-16, Thailand, Poland
2020-03-16, Thailand, Poland
2020-03-04, USA, Denmark
2020-03-04, USA, Denmark
2020-03-04, USA, Denmark
2020-03-01, USA, Russia
2020-03-01, USA, Russia
2020-03-01, USA, Australia
2020-03-01, USA, Australia
2020-03-09, Australia, Jordan
2020-03-09, Australia, Jordan
2020-03-09, Australia, USA
2020-03-09, Australia, USA
2020-03-16, Australia, USA
2020-03-16, Australia, USA
2020-03-20, Australia, USA
2020-03-20, Australia, USA
2020-03-15, Australia, USA
2020-03-15, Australia, USA
2020-03-21, Australia, USA
2020-03-21, Australia, USA
2020-03-10, USA, Germany
2020-03-10, USA, Germany
2020-03-10, USA, Germany
2020-03-10, USA, Luxembourg
2020-03-10, USA, Luxembourg
2020-03-10, USA, Luxembourg
2020-03-16, USA, Argentina
2020-03-16, USA, Argentina
2020-03-04, USA, France
2020-03-04, USA, France
2020-03-04, USA, France
2020-03-10, USA, Netherlands
2020-03-10, USA, Netherlands
2020-03-10, USA, Netherlands
2020-03-10, USA, Hungary
2020-03-10, USA, Hungary
2020-03-10, USA, Hungary
2020-03-10, USA, France
2020-03-10, USA, France
2020-03-10, USA, France
2020-03-17, USA, France
2020-03-17, USA, France
2020-03-17, USA, France
2020-03-07, USA, Australia
2020-03-07, USA, Australia
2020-03-12, USA, Finland
2020-03-12, USA, Finland
2020-03-12, USA, Finland
2020-03-12, USA, Denmark
2020-03-12, USA, Denmark
2020-03-12, USA, Denmark
2020-03-04, USA, Spain
2020-03-04, USA, Spain
2020-03-10, USA, France
2020-03-10, USA, France
2020-03-10, USA, France
2020-03-06, USA, Canada
2020-03-06, USA, Canada
2020-03-16, USA, Hungary
2020-03-16, USA, Hungary
2020-03-16, USA, Hungary
2020-03-16, USA, Belgium
2020-03-16, USA, Belgium
2020-03-16, USA, Belgium
2020-03-12, USA, Netherlands
2020-03-12, USA, Netherlands
2020-03-12, USA, Netherlands
2020-03-15, USA, China
2020-03-15, USA, China
2020-03-15, USA, Taiwan
2020-03-15, USA, Taiwan
2020-03-15, USA, Luxembourg
2020-03-15, USA, Luxembourg
2020-03-15, USA, Luxembourg
2020-03-15, USA, Germany
2020-03-15, USA, Germany
2020-03-15, USA, Germany
2020-03-01, USA, France
2020-03-01, USA, France
2020-03-01, USA, France
2020-03-10, USA, Australia
2020-03-10, USA, Australia
2020-03-04, USA, France
2020-03-04, USA, France
2020-03-04, USA, France
2020-03-07, USA, France
2020-03-07, USA, France
2020-03-07, USA, France
2020-03-10, France, Hungary
2020-03-10, France, Hungary
2020-03-07, USA, Belgium
2020-03-07, USA, Belgium
2020-03-07, USA, Belgium
2020-03-07, USA, Germany
2020-03-07, USA, Germany
2020-03-07, USA, Germany
2020-03-10, Belgium, Luxembourg
2020-03-10, Belgium, Luxembourg
2020-03-11, Germany, USA
2020-03-11, Germany, USA
2020-03-11, Germany, USA
2020-03-14, Germany, USA
2020-03-14, Germany, USA
2020-03-14, Germany, USA
2020-03-14, Germany, USA
2020-03-14, Germany, USA
2020-03-14, Germany, USA
2020-03-07, USA, Denmark
2020-03-07, USA, Denmark
2020-03-07, USA, Denmark
2020-03-10, USA, Sweden
2020-03-10, USA, Sweden
2020-03-10, USA, Sweden
2020-03-10, Denmark, Austria
2020-03-10, Denmark, Austria
2020-03-12, USA, Russia
2020-03-12, USA, Russia
2020-03-12, USA, Singapore
2020-03-12, USA, Singapore
2020-03-12, USA, India
2020-03-12, USA, India
2020-03-12, USA, India
2020-03-12, USA, Germany
2020-03-12, USA, Germany
2020-03-12, USA, Germany
2020-03-07, USA, Australia
2020-03-07, USA, Australia
2020-03-16, Australia, USA
2020-03-16, Australia, USA
2020-03-16, Australia, Belgium
2020-03-16, Australia, Belgium
2020-03-10, USA, Finland
2020-03-10, USA, Finland
2020-03-10, USA, Finland
2020-03-14, USA, Germany
2020-03-14, USA, Germany
2020-03-14, USA, Germany
2020-03-22, USA, Australia
2020-03-22, USA, Australia
2020-03-22, USA, Thailand
2020-03-22, USA, Thailand
2020-03-23, USA, Austria
2020-03-23, USA, Austria
2020-03-23, USA, Austria
2020-03-23, USA, Netherlands
2020-03-23, USA, Netherlands
2020-03-23, USA, Netherlands
2020-02-27, USA, Denmark
2020-02-27, USA, Denmark
2020-02-27, USA, Denmark
2020-03-03, Denmark, Norway
2020-03-03, Denmark, Norway
2020-03-06, Norway, Australia
2020-03-06, Norway, Australia
2020-03-09, Australia, United Arab Emirates
2020-03-09, Australia, United Arab Emirates
2020-03-06, Denmark, Germany
2020-03-06, Denmark, Germany
2020-03-09, Germany, Austria
2020-03-09, Germany, Austria
2020-03-09, Denmark, United Kingdom
2020-03-09, Denmark, United Kingdom
2020-03-09, Denmark, United Kingdom
2020-03-09, Denmark, Germany
2020-03-09, Denmark, Germany
2020-03-13, USA, Spain
2020-03-13, USA, Spain
2020-03-14, USA, China
2020-03-14, USA, China
2020-03-16, USA, France
2020-03-16, USA, France
2020-03-16, USA, France
2020-03-16, USA, Australia
2020-03-16, USA, Australia
2020-03-17, USA, Netherlands
2020-03-17, USA, Netherlands
2020-03-17, USA, Netherlands
2020-03-16, USA, United Kingdom
2020-03-16, USA, United Kingdom
2020-03-15, USA, France
2020-03-15, USA, France
2020-03-15, USA, France
2020-03-13, USA, Canada
2020-03-13, USA, Canada
2020-03-07, USA, Iceland
2020-03-07, USA, Iceland
2020-03-07, USA, Jordan
2020-03-07, USA, Jordan
2020-03-07, USA, Jordan
2020-03-12, USA, Switzerland
2020-03-12, USA, Switzerland
2020-03-12, USA, Switzerland
2020-03-10, USA, Russia
2020-03-10, USA, Russia
2020-03-07, USA, Finland
2020-03-07, USA, Finland
2020-03-07, USA, Finland
2020-03-07, USA, Denmark
2020-03-07, USA, Denmark
2020-03-07, USA, Denmark
2020-03-07, USA, Luxembourg
2020-03-07, USA, Luxembourg
2020-03-07, USA, Luxembourg
2020-03-07, USA, Thailand
2020-03-07, USA, Thailand
